timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
1999-11-01,136.5,137.0,135.5625,135.5625,87.8895209221013,4006500,0.0,1.0
1999-11-02,135.968704,137.25,134.593704,134.593704,87.2614193725485,6516900,0.0,1.0
1999-11-03,136.0,136.375,135.125,135.5,87.8490001655673,7222300,0.0,1.0
1999-11-04,136.75,137.359299,135.765594,136.531204,88.5175628251004,7907500,0.0,1.0
1999-11-05,138.625,139.109299,136.781204,137.875,89.3887889138568,7431500,0.0,1.0
1999-11-08,137.0,138.375,136.75,138.0,89.4698304269246,4649200,0.0,1.0
1999-11-09,138.5,138.6875,136.281204,136.703094,88.6290046305503,4533700,0.0,1.0
1999-11-10,136.25,138.390594,136.078094,137.718704,89.2874571992451,6405600,0.0,1.0
1999-11-11,138.1875,138.5,137.468704,138.5,89.7939964791961,4794100,0.0,1.0
1999-11-12,139.25,139.984299,137.125,139.75,90.6044116098748,11802900,0.0,1.0
1999-11-15,139.843704,140.25,139.406204,140.078094,90.8171254833827,2187500,0.0,1.0
1999-11-16,140.5625,143.0,140.093704,141.25,91.5769097666892,7544800,0.0,1.0
1999-11-17,142.25,142.9375,141.3125,141.625,91.8200343058928,9459000,0.0,1.0
1999-11-18,142.4375,143.0,141.625,142.625,92.4683664104357,4491000,0.0,1.0
1999-11-19,142.406204,142.968704,142.0,142.5,92.3873248973678,4832100,0.0,1.0
1999-11-22,142.4375,143.0,141.5,142.468704,92.3670346958241,4155400,0.0,1.0
1999-11-23,142.843704,142.843704,140.375,141.218704,91.5566195651454,5918000,0.0,1.0
1999-11-24,140.75,142.4375,140.0,141.968704,92.0428686435526,4459700,0.0,1.0
1999-11-26,142.468704,142.875,141.25,141.4375,91.698472036291,1693900,0.0,1.0
1999-11-29,140.875,141.921799,140.4375,140.9375,91.3743059840195,7348600,0.0,1.0
1999-11-30,140.75,142.3125,139.0,139.281204,90.3004761125935,7682000,0.0,1.0
1999-12-01,139.3125,140.5,139.0,140.406204,91.0298497302043,6980200,0.0,1.0
1999-12-02,140.625,141.375,140.375,141.25,91.5769097666892,6698300,0.0,1.0
1999-12-03,143.031204,145.343704,143.031204,143.843704,93.2584913395706,10045400,0.0,1.0
1999-12-06,143.531204,143.718704,142.25,142.781204,92.5696384784937,3138900,0.0,1.0
1999-12-07,143.281204,143.3125,141.375,141.625,91.8200343058928,10714200,0.0,1.0
1999-12-08,141.343704,142.0625,140.5,140.718704,91.2324535128739,4611400,0.0,1.0
1999-12-09,141.8125,142.218704,139.375,141.406204,91.6781818347472,6474700,0.0,1.0
1999-12-10,142.281204,142.8125,140.875,141.875,91.9821173320285,5127300,0.0,1.0
1999-12-13,141.4375,142.718704,141.281204,142.125,92.1442003581642,4210800,0.0,1.0
1999-12-14,141.625,142.484299,140.625,140.75,91.2527437144177,5739000,0.0,1.0
1999-12-15,140.375,142.203094,140.031204,141.5,91.7389927928249,6879100,0.0,1.0
1999-12-16,142.1875,142.656204,141.156204,142.125,92.1442003581642,5854900,0.0,1.0
1999-12-17,143.0,143.3125,142.0625,142.6875,92.7342162865678,4775400,0.3476,1.0
1999-12-20,142.5625,143.1875,141.093704,141.656204,92.0639653793792,4608700,0.0,1.0
1999-12-21,141.593704,144.0625,141.343704,143.8125,93.46536648068,7981300,0.0,1.0
1999-12-22,143.625,144.1875,142.968704,144.1875,93.7090832120507,5377500,0.0,1.0
1999-12-23,145.015594,146.484299,145.0,146.484299,95.201798798439,5721700,0.0,1.0
1999-12-27,146.5,146.781204,145.0625,146.281204,95.069805066285,2691000,0.0,1.0
1999-12-28,145.875,146.5,145.484299,146.1875,95.0089057793614,4084500,0.0,1.0
1999-12-29,146.3125,146.8125,145.3125,146.8125,95.4151003316459,3001000,0.0,1.0
1999-12-30,147.125,147.5625,146.1875,146.640594,95.3033766825179,3641300,0.0,1.0
1999-12-31,146.843704,147.5,146.25,146.875,95.4557197868744,3172700,0.0,1.0
2000-01-03,148.25,148.25,143.875,145.4375,94.5214723166199,8164300,0.0,1.0
